"ip";"port";"country code";"city";"region";"country";"level";"http";"https";"socks4";"socks5";"google";"twitter";"instagram";"telegram";"avito";"mailru";"real_ip";"response, msec";"good checks";"bad checks";"hostname"
"67.43.228.250";15455;"PH";"Tanza";"Province of Cavite";"Филиппины";1;1;1;0;0;0;0;0;0;0;0;"136.158.83.148";143;14;1;"148.83.158.136.convergeict.com"
"67.43.228.250";15317;"MX";"San Luis Potos City";"San Luis Potos";"Мексика";1;1;1;0;0;0;0;1;1;1;0;"201.152.211.191";154;11;1;"dsl-201-152-211-191-dyn.prod-infinitum.com.mx"
"67.43.228.250";13785;"GT";"Guatemala City";"Guatemala";"Гватемала";1;1;1;0;0;0;0;1;1;0;0;"190.104.112.157";143;11;0;"190.104.112.157"
"67.43.228.250";12639;"AR";"Villa Jos Len Surez";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;1;1;0;0;"186.136.90.15";143;11;4;"15-90-136-186.fibertel.com.ar"
"67.43.228.250";12145;"AR";"Posadas";"Misiones";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"190.192.103.185";154;11;0;"185-103-192-190.cab.prima.net.ar"
"67.43.228.250";10827;"AR";"Quilmes";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;1;0;0;0;"181.46.139.214";143;14;0;"181.46.139.214"
"67.43.228.250";9289;"MX";"Mrida";"Yucatn";"Мексика";1;1;1;0;0;0;0;1;1;1;0;"189.172.96.162";143;14;1;"189.172.96.162"
"67.43.228.250";9035;"IN";"Mumbai";"Maharashtra";"Индия";1;1;1;0;0;0;0;0;0;0;0;"49.43.25.72";143;11;0;"49.43.25.72"
"67.43.228.250";7903;"VE";"Barquisimeto";"Lara";"Венесуэла";1;1;1;0;0;0;0;0;0;1;0;"190.142.45.90";143;34;0;"190.142.45.90"
"67.43.228.250";7827;"PH";"Bacolod City";"Province of Negros Occidental";"Филиппины";1;1;1;0;0;0;0;0;0;0;0;"216.247.35.137";143;18;0;"216.247.35.137"
"67.43.228.250";6273;"MM";"Yangon";"Yangon";"Мьянма (Бирма)";1;1;1;0;0;0;0;0;0;0;0;"38.51.129.140";143;18;0;"38-51-129.140.frontiir.com"
"67.43.228.250";4107;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"118.99.81.201";143;11;1;"118.99.81.201"
"59.47.238.4";8088;"CN";"";"";"Китай";1;0;1;0;0;0;0;0;0;0;0;"59.47.238.4";397;996;124;"4.238.47.59.broad.bx.ln.dynamic.163data.com.cn"
"58.136.38.53";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"58.136.38.53";266;151;0;"58.136.38.53"
"58.136.4.124";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"58.136.4.124";266;368;4;"58.136.4.124"
"58.136.4.97";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;0;0;0;0;"58.136.4.97";266;51;0;"58.136.4.97"
"58.8.93.230";8080;"TH";"Nonthaburi";"Nonthaburi";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"58.8.93.230";266;449;5;"58.8.93.230"
"57.129.81.201";999;"DE";"Frankfurt am Main";"Hesse";"Германия";1;1;1;0;0;0;0;0;0;1;0;"57.129.81.201";144;5533;75;"vps-394e8f0d.vps.ovh.net"
"54.155.127.16";8888;"IE";"Dublin";"Leinster";"Ирландия";1;0;1;0;0;1;0;1;1;1;0;"54.155.127.16";144;16559;45;"ec2-54-155-127-16.eu-west-1.compute.amazonaws.com"
"54.153.62.70";3128;"US";"San Jose";"California";"США";1;0;1;0;0;0;0;1;1;1;0;"54.153.62.70";266;270;27;"ec2-54-153-62-70.us-west-1.compute.amazonaws.com"
"52.67.117.187";3128;"BR";"So Paulo";"So Paulo";"Бразилия";1;0;1;0;0;0;0;1;0;0;0;"52.67.117.187";266;16686;45;"ec2-52-67-117-187.sa-east-1.compute.amazonaws.com"
"52.53.225.197";3128;"US";"San Jose";"California";"США";1;0;1;0;0;0;0;1;1;1;0;"52.53.225.197";266;297;24;"ec2-52-53-225-197.us-west-1.compute.amazonaws.com"
"49.148.144.229";8082;"PH";"Iligan";"Province of Lanao del Norte";"Филиппины";1;0;1;0;0;0;0;0;0;0;0;"49.148.144.229";398;111;0;"dsl.49.148.144.229.pldt.net"
"49.49.144.89";8080;"TH";"Lopburi";"Lopburi";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"49.49.144.89";266;91;0;"mx-ll-49.49.144-89.dynamic.3bb.in.th"
"49.48.50.211";8080;"TH";"Bang Lamung";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"49.48.50.211";266;235;21;"mx-ll-49.48.50-211.dynamic.3bb.in.th"
"49.48.47.41";8080;"TH";"Pattaya";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;0;0;1;0;"49.48.47.41";266;217;4;"49.48.47.41"
"49.48.45.168";8080;"TH";"Pattaya";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;0;0;1;0;"49.48.45.168";289;252;1;"49.48.45.168"
"47.92.93.226";8888;"CN";"Beijing";"Beijing";"Китай";1;1;1;0;0;0;0;0;0;1;0;"47.92.93.226";289;454;122;"47.92.93.226"
"46.246.142.199";8080;"GR";"Athens";"Attica";"Греция";1;0;1;0;0;0;0;0;0;1;0;"46.246.142.199";305;393;0;"46.246.142.199.dsl.dyn.forthnet.gr"
"45.167.126.252";8080;"CO";"Popayn";"Cauca Department";"Колумбия";1;0;1;0;0;0;0;0;0;1;0;"45.167.126.252";289;484;3;"45.167.126.252"
"45.159.113.153";3128;"IR";"Tehran";"Tehran";"Иран";1;0;1;0;0;0;0;0;0;0;0;"45.159.113.153";145;124;0;"static.153.113.159.45.clients.irandns.com"
"45.79.3.16";3128;"US";"Richardson";"Texas";"США";1;0;1;0;0;0;0;0;0;1;0;"45.79.3.16";294;146;48;"45-79-3-16.ip.linodeusercontent.com"
"43.252.237.67";8085;"ID";"Tangerang";"Banten";"Индонезия";1;0;1;0;0;0;0;0;0;1;0;"43.252.237.67";294;821;531;"43.252.237.67"
"43.206.149.245";3128;"JP";"Tokyo";"Tokyo";"Япония";1;0;1;0;0;0;0;0;0;0;0;"43.206.149.245";294;283;3;"43.206.149.245"
"36.74.113.217";8080;"ID";"Sidoarjo";"East Java";"Индонезия";1;0;1;0;0;0;0;0;0;0;0;"36.74.125.230";312;272;21;"36.74.125.230"
"35.94.68.209";3128;"US";"Boardman";"Oregon";"США";1;0;1;0;0;0;0;0;0;1;0;"35.94.68.209";295;19;0;"ec2-35-94-68-209.us-west-2.compute.amazonaws.com"
"27.79.173.136";16000;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"27.79.173.136";417;11;0;"localhost"
"27.79.131.239";16000;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"27.79.131.239";416;138;1;"27.79.131.239"
"18.231.221.98";3128;"BR";"So Paulo";"So Paulo";"Бразилия";1;0;1;0;0;0;0;0;0;1;0;"18.231.221.98";296;287;23;"ec2-18-231-221-98.sa-east-1.compute.amazonaws.com"
"18.231.167.191";3128;"BR";"So Paulo";"So Paulo";"Бразилия";1;0;1;0;0;0;0;0;0;0;0;"18.231.167.191";296;296;22;"ec2-18-231-167-191.sa-east-1.compute.amazonaws.com"
"15.229.42.55";3128;"BR";"So Paulo";"So Paulo";"Бразилия";1;0;1;0;0;0;0;0;0;0;0;"15.229.42.55";296;246;23;"ec2-15-229-42-55.sa-east-1.compute.amazonaws.com"
"15.228.167.0";3128;"BR";"So Paulo";"So Paulo";"Бразилия";1;0;1;0;0;0;0;0;0;1;0;"15.228.167.0";296;126;27;"ec2-15-228-167-0.sa-east-1.compute.amazonaws.com"
"15.223.57.25";3128;"CA";"Montreal";"Quebec";"Канада";1;0;1;0;0;0;0;1;0;1;0;"15.223.57.25";160;298;25;"ec2-15-223-57-25.ca-central-1.compute.amazonaws.com"
"14.224.165.146";6703;"VN";"Thanh Ha";"Thanh Ha Province";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"171.241.228.224";296;18;1;"171.241.228.224"
"14.224.165.146";6697;"VN";"Hanoi";"Hanoi";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"171.224.54.192";296;44;9;"171.224.54.192"
"14.224.165.146";6150;"VN";"Hanoi";"Hanoi";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"116.97.167.210";296;31;8;"dynamic-ip-adsl.viettel.vn"
"14.224.165.146";3566;"VN";"Phng Lm";"Ha Bnh Province";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"113.181.184.183";296;44;9;"static.vnpt.vn"
"13.57.249.61";3128;"US";"San Jose";"California";"США";1;1;1;0;0;0;0;0;0;1;0;"13.57.249.61";296;20;0;"ec2-13-57-249-61.us-west-1.compute.amazonaws.com"
"3.75.195.206";8888;"DE";"Frankfurt am Main";"Hesse";"Германия";1;1;1;0;0;0;0;1;1;1;0;"3.75.195.206";151;8;0;"ec2-3-75-195-206.eu-central-1.compute.amazonaws.com"
"3.0.176.171";1080;"SG";"";"";"Сингапур";1;0;1;0;0;0;0;0;0;0;0;"3.0.176.171";296;212;0;"ec2-3-0-176-171.ap-southeast-1.compute.amazonaws.com"
"2.194.65.78";8080;"IT";"Milan";"Province of Milan";"Италия";1;0;1;0;0;0;0;0;0;1;0;"2.194.65.78";151;55;0;"2.194.65.78"
"1.180.87.146";22300;"CN";"";"";"Китай";1;0;1;0;0;0;0;0;0;0;0;"110.19.105.124";313;4886;273;"110.19.105.124"
"1.2.176.72";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;0;0;1;0;"1.2.176.72";296;236;18;"1.2.176.72"
"67.43.236.18";17485;"PH";"Cebu City";"Province of Cebu";"Филиппины";1;1;1;0;0;1;0;1;1;1;0;"112.208.67.91";258;1;1;"112.208.67.91.pldt.net"
"184.82.48.172";8080;"TH";"Khon Kaen";"Khon Kaen";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"184.82.48.172";287;820;1700;"184.82.48.172"
"176.88.176.153";8080;"TR";"Istanbul";"Istanbul";"Турция";1;0;1;0;0;0;0;0;0;0;0;"84.51.56.50";1136;725;3599;"host-84-51-56-50.teletektelekom.com"
"67.43.228.254";7137;"IN";"Mumbai";"Maharashtra";"Индия";1;0;1;0;0;1;0;1;1;1;0;"49.43.25.182";286;3;7;"49.43.25.182"
"49.48.136.204";8081;"TH";"Khon Kaen";"Khon Kaen";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"49.48.136.204";286;977;3091;"mx-ll-49.48.136-204.dynamic.3bb.co.th"
"45.163.238.129";8080;"BR";"Itaipava do Graja";"Maranho";"Бразилия";1;0;1;0;0;0;0;0;0;0;0;"45.163.238.254";286;3238;17205;"45.163.238.254"
"218.1.218.28";8118;"CN";"Shanghai";"Shanghai";"Китай";1;0;1;0;0;0;0;0;0;0;0;"218.1.218.28";388;1925;3821;"218.1.218.28"
"14.224.174.168";4093;"VN";"Phng Lm";"Ha Bnh Province";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"113.181.184.71";402;22;12;"static.vnpt.vn"
"103.169.225.35";8080;"ID";"Jakarta";"Jakarta";"Индонезия";1;0;1;0;0;0;0;0;1;1;0;"114.10.41.105";284;290;591;"114.10.41.105"
"67.43.236.19";32131;"MY";"Johor Bahru";"Johor";"Малайзия";1;1;1;0;0;1;0;1;1;1;0;"60.53.33.28";160;1;0;"60.53.33.28"
"67.43.236.19";27255;"ID";"Bandung";"West Java";"Индонезия";1;1;1;0;0;1;0;1;1;0;0;"182.253.124.163";160;1;0;"182.253.124.163"
"67.43.236.19";26265;"KH";"Phnom Penh";"Phnom Penh";"Камбоджа";1;1;1;0;0;1;0;1;1;1;0;"118.67.205.190";160;1;0;"118.67.205.190"
"67.43.236.19";22309;"ID";"Surabaya";"East Java";"Индонезия";1;0;1;0;0;1;0;1;1;1;0;"158.140.170.105";160;1;0;"158.140.170.105"
"67.43.236.19";21687;"CL";"Hualpn";"Regin del Biobo";"Чили";1;1;1;0;0;1;0;1;1;1;0;"190.5.32.48";160;1;0;"190-5-32-48.static.pacificored.cl"
"67.43.236.19";18099;"CL";"Santiago";"Santiago Metropolitan";"Чили";1;1;1;0;0;1;0;1;1;1;0;"181.43.216.76";160;1;0;"181.43.216.76"
"67.43.236.19";16609;"IT";"San Gavino Monreale";"South Sardinia";"Италия";1;1;1;0;0;1;0;1;1;1;0;"94.32.163.155";159;1;0;"94.32.163.155"
"67.43.236.19";11071;"SA";"Jeddah";"Mecca Region";"Саудовская Аравия";1;1;1;0;0;1;0;1;1;1;0;"64.137.224.183";159;1;0;"64.137.224.183"
"67.43.236.19";6585;"US";"Fort Wayne";"Indiana";"США";1;1;1;0;0;1;0;1;1;1;0;"192.182.43.11";159;1;0;"192-182-43-11.fdr02.ftwy.in.ip.frontiernet.net"
"67.43.236.19";5817;"PY";"Itaugu";"Central Department";"Парагвай";1;1;1;0;0;1;0;1;1;1;0;"181.120.104.45";159;1;0;"181.120.104.45"
"67.43.236.18";29675;"JO";"Amman";"Amman Governorate";"Иордания";1;1;1;0;0;1;0;1;1;1;0;"188.123.173.15";159;1;0;"188.123.173.15"
"67.43.236.18";29475;"US";"Cary";"North Carolina";"США";1;0;1;0;0;1;0;1;1;1;0;"107.15.213.240";284;1;0;"107.15.213.240"
"67.43.236.18";28865;"AR";"Tandil";"Buenos Aires";"Аргентина";1;1;1;0;0;1;0;1;1;1;0;"200.114.218.2";159;1;0;"2-218-114-200.fibertel.com.ar"
"67.43.236.18";28273;"UY";"Montevideo";"Montevideo Department";"Уругвай";1;1;1;0;0;1;0;1;1;1;0;"186.49.69.8";159;1;0;"r186-49-69-8.dialup.adsl.anteldata.net.uy"
"67.43.236.18";26861;"MX";"San Nicols de los Garza";"Nuevo Len";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"189.203.90.244";159;1;0;"189.203.90.244"
"67.43.236.18";26177;"ID";"Banda Aceh";"Aceh";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"36.82.96.26";159;1;0;"36.82.96.26"
"67.43.236.18";25977;"MX";"Ciudad Benito Jurez";"Nuevo Len";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"189.218.8.81";159;1;0;"189.218.8.81-clientes-izzi.mx"
"67.43.236.18";23987;"MM";"Yangon";"Yangon";"Мьянма (Бирма)";1;1;1;0;0;0;0;0;1;1;0;"103.135.217.183";158;1;0;"103.135.217.183"
"67.43.236.18";22309;"ID";"Surabaya";"East Java";"Индонезия";1;0;1;0;0;1;0;1;1;1;0;"158.140.170.45";158;1;0;"host-158.140.170-45.myrepublic.co.id"
"67.43.236.18";21611;"ID";"Surabaya";"East Java";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"110.139.85.118";158;1;0;"110.139.85.118"
"67.43.236.18";21531;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;1;0;1;1;1;0;"171.6.25.171";158;1;0;"171.6.25.171"
"67.43.236.18";20333;"AU";"Melbourne";"Victoria";"Австралия";1;1;1;0;0;1;0;1;1;1;0;"203.129.60.33";158;1;0;"203-129-60-33.tpgi.com.au"
"67.43.236.18";17711;"BR";"Brusque";"Santa Catarina";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"177.221.164.67";158;1;0;"177-221-164-67.unifique.net"
"67.43.236.18";17419;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;1;0;1;1;1;0;"201.230.217.82";158;1;0;"201.230.217.82"
"67.43.236.18";17379;"ID";"Batam";"Riau";"Индонезия";1;1;1;0;0;0;0;1;1;1;0;"180.242.196.144";158;1;0;"180.242.196.144"
"67.43.236.18";16439;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;1;0;1;1;1;0;"45.230.198.11";158;1;0;"45.230.198.11"
"67.43.236.18";14921;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;1;0;1;0;1;0;"118.137.77.31";158;1;0;"fm-dyn-118-137-77-31.fast.net.id"
"67.43.236.18";14207;"BD";"";"";"Бангладеш";1;1;1;0;0;1;0;1;1;1;0;"103.113.12.70";158;1;0;"103.113.12.70"
"67.43.236.18";13449;"CG";"Brazzaville";"Brazzaville";"Республика Конго";1;1;1;0;0;1;0;1;1;1;0;"102.129.68.117";158;1;0;"102.129.68.117"
"67.43.236.18";13367;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;1;1;1;0;"180.242.71.29";158;1;0;"180.242.71.29"
"67.43.236.18";11875;"NP";"Kathmandu";"Bagmati Province";"Непал";1;1;1;0;0;1;0;1;1;1;0;"27.34.66.151";158;1;0;"27.34.66.151"
"67.43.236.18";10349;"AU";"Melbourne";"Victoria";"Австралия";1;1;1;0;0;1;0;1;1;1;0;"144.48.37.141";158;1;0;"144.48.37.141"
"67.43.236.18";7883;"MX";"Cuernavaca";"Morelos";"Мексика";1;1;1;0;0;0;0;1;1;1;0;"187.226.15.7";158;1;0;"dsl-187-226-15-7-dyn.prod-infinitum.com.mx"
"67.43.236.18";7497;"AR";"Rosario";"Santa Fe";"Аргентина";1;1;1;0;0;1;0;1;1;1;0;"38.158.112.22";158;1;0;"38.158.112.22"
"67.43.236.18";4753;"IN";"Ahmedabad";"Gujarat";"Индия";1;1;1;0;0;1;0;1;1;1;0;"103.249.233.157";158;1;0;"103.249.233.157"
"67.43.236.18";4221;"PK";"";"";"Пакистан";1;1;1;0;0;0;0;1;0;1;0;"59.103.191.229";158;1;0;"59.103.191.229"
"67.43.236.18";3921;"CA";"Calgary";"Alberta";"Канада";1;1;1;0;0;1;0;1;1;1;0;"209.89.250.189";158;1;0;"209.89.250.189"
"67.43.236.18";1917;"VE";"Turmero";"Aragua";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"186.14.152.111";158;1;0;"186.14.152.111"
"67.43.228.254";9761;"CL";"Puente Alto";"Santiago Metropolitan";"Чили";1;1;1;0;0;1;0;1;1;1;0;"200.30.209.226";156;1;0;"pc-226-209-30-200.cm.vtr.net"
"67.43.228.253";14707;"IN";"Kozhikode";"Kerala";"Индия";1;1;1;0;0;0;0;0;0;0;0;"117.244.228.228";155;1;0;"117.244.228.228"
"67.43.228.254";20047;"CL";"Santiago";"Santiago Metropolitan";"Чили";1;1;1;0;0;0;0;0;0;0;0;"186.11.18.247";264;2;6;"client-186-11-18-247.imovil.entelpcs.cl"
"180.127.22.56";1080;"CN";"";"";"Китай";1;1;1;0;0;0;0;0;0;0;0;"180.127.22.56";390;216;1630;"180.127.22.56"
"54.151.21.64";3128;"US";"San Jose";"California";"США";1;1;1;0;0;1;0;1;1;1;1;"54.151.21.64";277;234;56;"ec2-54-151-21-64.us-west-1.compute.amazonaws.com"
"45.136.198.40";3128;"BG";"";"";"Болгария";1;0;1;0;0;0;0;1;1;1;0;"45.136.198.40";148;2629;9758;"45.136.198.40"
"80.110.46.203";13001;"AT";"Vienna";"Vienna";"Австрия";1;0;1;0;0;0;0;0;0;0;0;"80.110.46.203";147;6971;31904;"80-110-46-203.static.upcbusiness.at"
"14.224.174.168";2279;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.249.189.45";417;44;14;"static.vnpt.vn"
"67.43.228.252";32623;"TW";"New Taipei City";"New Taipei City";"Тайвань";1;1;1;0;0;0;0;1;1;1;0;"118.168.131.141";160;1;0;"118.168.131.141"
"67.43.228.252";32335;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;1;0;1;1;1;0;"124.120.204.230";160;1;0;"ppp-124-120-204-230.revip2.asianet.co.th"
"67.43.228.252";30489;"BR";"Teresina";"Piau";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"177.37.179.180";160;1;0;"177.37.179.180"
"67.43.228.252";30193;"UY";"Montevideo";"Montevideo Department";"Уругвай";1;1;1;0;0;1;0;1;1;1;0;"167.60.83.148";160;1;0;"r167-60-83-148.dialup.adsl.anteldata.net.uy"
"67.43.228.252";27633;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"190.153.103.215";155;1;0;"215.103.153.190.net-uno.net"
"67.43.228.252";26247;"IN";"Guwahati";"Assam";"Индия";1;1;1;0;0;1;0;1;1;1;0;"49.37.103.180";159;1;0;"49.37.103.180"
"67.43.228.252";25953;"US";"Miami";"Florida";"США";1;1;1;0;0;1;0;1;1;1;0;"73.85.214.50";159;1;0;"c-73-85-214-50.hsd1.fl.comcast.net"
"67.43.228.252";25685;"MX";"Puebla";"Mexico City";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"187.251.246.253";159;1;0;"fixed-187-251-246-253.totalplay.net"
"67.43.228.252";25267;"PK";"Faisalabad";"Punjab";"Пакистан";1;1;1;0;0;1;0;1;0;1;0;"58.65.217.144";159;1;0;"58.65.217.144"
"67.43.228.252";24781;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;1;0;1;1;1;0;"101.0.63.121";159;1;0;"101.0.63.121"
"67.43.228.252";22585;"MX";"Acapulco de Jurez";"Guerrero";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"189.143.230.87";159;1;0;"dsl-189-143-230-87-dyn.prod-infinitum.com.mx"
"67.43.228.252";22253;"BE";"Brussels";"Brussels Capital";"Бельгия";1;1;1;0;0;1;0;0;1;0;0;"185.232.21.18";159;1;0;"opolisforms.com"
"67.43.228.252";21785;"PH";"Nasugbu";"Province of Batangas";"Филиппины";1;1;1;0;0;1;0;1;0;1;0;"158.62.3.146";159;1;0;"158.62.3.146"
"67.43.228.252";21093;"VE";"Coro";"Falcn";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"38.222.18.18";155;1;0;"38.222.18.18"
"67.43.228.252";17013;"TW";"Kaohsiung";"Kaohsiung";"Тайвань";1;1;1;0;0;1;0;1;1;1;0;"180.218.97.141";159;1;0;"180.218.97.141"
"67.43.228.252";16659;"VE";"Cuman";"Sucre";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"38.254.111.51";159;1;0;"38-254-110-51.galanet.com.ve"
"67.43.228.252";14807;"GB";"Skelmersdale";"Lancashire";"Великобритания";1;1;1;0;0;0;0;1;1;1;0;"86.1.48.165";156;1;0;"cpc147254-finc20-2-0-cust164.4-2.cable.virginm.net"
"67.43.228.252";14515;"MX";"Ixtlahuacn de los Membrillos";"Jalisco";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"189.192.48.157";156;1;0;"customer-gdl-cgn-48-157.megared.net.mx"
"67.43.228.252";14439;"US";"St Louis";"Missouri";"США";1;1;1;0;0;1;0;1;1;1;0;"99.179.53.142";159;1;0;"99.179.53.142"
"67.43.228.252";13981;"VN";"Ho Chi Minh City";"Ho Chi Minh";"Вьетнам";1;1;1;0;0;1;0;1;0;1;0;"113.161.53.30";158;1;0;"static.vnpt.vn"
"67.43.228.252";13639;"AR";"Monte Grande";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;1;1;1;0;"190.246.8.67";158;1;0;"190.246.8.67"
"67.43.228.252";12515;"DE";"Oberwiesenthal";"Saxony";"Германия";1;1;1;0;0;1;0;1;1;1;0;"87.129.208.82";158;1;0;"87.129.208.82"
"67.43.228.252";8847;"KE";"Nairobi";"Nairobi County";"Кения";1;1;1;0;0;0;0;1;1;1;0;"102.212.236.136";156;1;0;"102.212.236.136"
"67.43.228.252";8709;"VE";"Ciudad Guayana";"Bolvar";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"190.97.246.186";158;1;0;"190.97.246.186"
"67.43.228.252";7527;"KR";"Yeongdeungpo-gu";"Seoul";"Республика Корея";1;1;1;0;0;1;0;1;1;1;0;"117.111.13.21";156;1;0;"117.111.13.21"
"67.43.228.252";6485;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;1;1;0;0;1;0;1;1;1;0;"183.171.139.217";158;1;0;"183.171.139.217"
"67.43.228.252";4271;"SV";"San Salvador";"San Salvador Department";"Сальвадор";1;1;1;0;0;1;0;1;1;1;0;"190.150.36.94";158;1;0;"190.150.36.94"
"67.43.228.252";1125;"NO";"Oslo";"Oslo County";"Норвегия";1;1;1;0;0;1;0;1;1;1;1;"185.90.61.23";158;1;0;"185.90.61.23"
"49.48.188.248";8080;"TH";"Phitsanulok";"Phitsanulok";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"49.48.188.248";281;53;109;"mx-ll-49.48.188-248.dynamic.3bb.co.th"
"180.245.126.34";8080;"ID";"Cirebon";"West Java";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"180.245.126.34";286;479;1206;"180.245.126.34"
"180.127.22.17";1080;"CN";"";"";"Китай";1;0;1;0;0;0;0;0;0;0;0;"180.127.22.17";409;127;1007;"180.127.22.17"
"163.61.47.10";1111;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;0;0;0;0;"163.61.47.10";288;286;1601;"163.61.47.10"
"119.23.78.172";3128;"CN";"Shenzhen";"Guangdong";"Китай";1;1;1;0;0;0;0;0;0;0;0;"119.23.78.172";290;12078;13877;"119.23.78.172"
"49.48.45.142";8080;"TH";"Pattaya";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;0;1;0;0;"49.48.45.142";1366;173;384;"mx-ll-49.48.45-142.dynamic.3bb.co.th"
"47.91.104.88";3128;"AE";"Dubai";"Dubai";"ОАЭ";1;0;1;0;0;0;0;0;0;0;0;"47.91.104.88";284;12502;7248;"47.91.104.88"
"5.231.45.13";8888;"DE";"";"";"Германия";1;0;1;0;0;0;0;1;1;0;0;"5.231.45.13";160;195;370;"13.45.231.5.hostbrr.com"
"5.102.109.41";999;"MX";"San Jos Iturbide";"Guanajuato";"Мексика";1;0;1;0;0;0;0;0;0;0;0;"5.102.109.41";1268;1277;5046;"5.102.109.41"
"223.13.124.24";3128;"CN";"";"";"Китай";1;0;1;0;0;0;0;0;0;0;0;"223.13.124.24";388;949;2353;"223.13.124.24"
"203.150.113.80";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"203.150.113.80";275;39;104;"80.113.150.203.sta.inet.co.th"
"180.127.22.61";1080;"CN";"";"";"Китай";1;1;1;0;0;0;0;0;0;1;0;"180.127.22.61";393;257;1917;"180.127.22.61"
"157.175.152.241";1080;"BH";"";"Southern Governorate";"Бахрейн";1;0;1;0;0;0;0;1;1;0;1;"157.175.152.241";281;340;2022;"ec2-157-175-152-241.me-south-1.compute.amazonaws.com"
"72.10.164.178";32531;"ID";"Pekanbaru";"Riau";"Индонезия";1;1;1;0;0;0;0;1;1;1;0;"125.165.104.181";149;8;12;"125.165.104.181"
"201.150.119.170";999;"MX";"Mineral de la Reforma";"Hidalgo";"Мексика";1;0;1;0;0;0;0;0;0;0;0;"201.150.119.170";284;198;423;"host119-170.hulux.mx"
"103.176.96.171";8082;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;1;0;"103.176.96.172";272;46;138;"ip.172-96.g-fiber.co.id"
"62.33.53.248";3128;"RU";"Yakutsk";"Sakha";"Россия";1;0;1;0;0;0;0;0;0;0;0;"62.33.53.248";1170;2981;7057;"62.33.53.248"
"47.129.155.195";8080;"NL";"";"";"Нидерланды";1;0;1;0;0;0;0;0;0;0;1;"192.42.116.215";299;5;60;"18.tor-exit.nothingtohide.nl"
"27.79.167.54";16000;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;1;0;0;0;"27.79.167.54";402;4;0;"localhost"
