title,salary,experience,busyness,location,description,link
Водитель,до 30 000 ₽/месяц,Опыт работы от 1 года, полная занятость,Саранск,"Автоперевозки Водитель грузового автомобиля Водитель до 30 000 ₽/месяц Саранск Опыт работы от 1 года, полная занятость Ростелеком 6.6 Клиент SuperJob с 2006 года Более 5 000 сотрудников ПАО «Ростелеком» — крупнейший в России интегрированный провайдер цифровых услуг и решений, который присутствует во всех сегментах рынка и... Обязанности: Осуществлять транспортное обеспечение Филиала, в зоне ответственности, а так же за ее пределы; Управление транспортным средством УАЗ, Ford Mondeo; Осуществлять содержание и техническую эксплуатацию закрепленного транспортного средства в соответствии с требованиями нормативной документации; Обеспечивать безопасность дорожного движения; Соблюдать требования техники безопасности, пожарной безопасности, охраны труда на транспорте. Требования: Опыт работы будет являться преимуществом, Права категории В. Условия: Работа в федеральной телекоммуникационной компании Официальное трудоустройство по ТК РФ Своевременная выплата заработной платы Индивидуальные бонусы от компании; График работы 5/2 с 8:00-17:00. Навыки: Водительские права: B Откликнуться",https://russia.superjob.ru/vakansii/voditel-49656924.html
Водитель категории D,от 150 000 ₽/месяц,Опыт работы от 3 лет,работа вахтовым методом,,"Транспорт, логистика, ВЭД Автоперевозки Водитель категории D от 150 000 ₽/месяц Вахта Таксимо Показать на карте Опыт работы от 3 лет, работа вахтовым методом Артель старателей Западная Клиент SuperJob с 2010 года Более 500 сотрудников Золотодобывающее предприятие. Добыча руды подземным способом. Переработка на ЗИФ путем гравитации и выщелачивания. Сорбционное... Обязанности: Своевременная доставка груза; Аккуратное вождение и соблюдение ПДД. Требования: Условия: Навыки: Водительские права: B, C, D Откликнуться",https://russia.superjob.ru/vakansii/voditel-kategorii-d-10842455.html
Водитель автомобиля (Екатеринбург-Сортироовочный),от 45 000 ₽/месяц,Опыт работы от 1 года, полная занятость,Екатеринбург,"Транспорт, логистика, ВЭД Автоперевозки Водитель автомобиля (Екатеринбург-Сортироовочный) от 45 000 ₽/месяц Отклик без резюме Екатеринбург Опыт работы от 1 года, среднее образование, полная занятость Российские железные дороги Клиент SuperJob с 2014 года Более 5 000 сотрудников ОАО ""РЖД"" учреждено Правительством РФ. Хозяйственная деятельность компании началась 1 октября 2003 года. Сегодня она входит в тройку самых... Условия: оформление по ТК РФ; стабильная заработная плата; ежегодная индексация оплаты труда; график работы: пятидневная рабочая неделя с 08:00 до 17:00, суббота, воскресенье - выходные дни; место работы: г. Екатеринбург, ст. Электродепо; единовременная выплата при трудоустройстве - 20 000 руб; выплаты за преданность компании при отработке трех, пяти, десяти лет; материальная помощь к отпуску; установление надбавки за проф мастерство через год; возможности для профессионального развития и карьерного роста; широкая программа добровольного медицинского страхования; программы санаторно-курортного лечения и оздоровительного отдыха; детский отдых и компенсация оплаты детских дошкольных учреждений; негосударственное пенсионное обеспечение; льготные и бесплатные железнодорожные билеты работникам. Обязанности: управление служебным транспортным средством; проверка технического состояния и прием автомобиля перед выездом; содержание автомобиля в исправном рабочем состоянии. Требования: образование от основного общего (9 классов); водительское удостоверение категории В и С; опыт работы от года.  Навыки: Водительские права: B, C Откликнуться",https://russia.superjob.ru/vakansii/voditel-avtomobilya-50716428.html
Водитель автомобиля,от 50 000 ₽/месяц,Опыт работы от 3 лет, полная занятость,Ростов-на-Дону,"Транспорт, логистика, ВЭД Автоперевозки Водитель автомобиля от 50 000 ₽/месяц Ростов-на-Дону Показать на карте Опыт работы от 3 лет, полная занятость РТРС Клиент SuperJob с 2020 года Более 5 000 сотрудников Федеральное государственное унитарное предприятие «Российская телевизионная и радиовещательная сеть» (РТРС) создано согласно Указу... Обязанности: Обеспечение комфорта и безопасности пассажиров. Обеспечение качественной работы закрепленного автомобиля. Прохождение в установленном порядке предрейсового медицинского осмотра. Содержание автомобиля в образцовом порядке и чистоте. Проверка технического состояния автомобиля перед выездом. Устранение возникших во время работы эксплуатационных неисправностей автомобиля, не требующих разборки механизмов. Оформление путевых документов. Контроль и применение всех мер для обеспечения сохранности автомобиля. Требования: Пунктуальность, ответственность. Аккуратное управление автомобилем. Безупречное знание ПДД. Условия: трудоустройство согласно ТК РФ (официальная заработная плата, пенсионные отчисления); выплата материальной помощи к отпуску (1 раз в год); полис ДМС (дополнительные медицинские услуги, оплачиваемые предприятием); выплаты к юбилейным и праздничным датам; страхование от несчастных случаев. Навыки: Водительские права: B Профессиональные навыки Знание устройства автомобиля Знание пдд знание дорог города / области Откликнуться",https://russia.superjob.ru/vakansii/voditel-avtomobilya-49792838.html
Водитель категории Е,от 100 000 ₽/месяц,Опыт работы от 3 лет,,,"Автоперевозки Водитель категории Е от 100 000 ₽/месяц Комсомольский Показать на карте Опыт работы от 3 лет, сменный график работы ЦЕМРОС Клиент SuperJob с 2015 года Более 5 000 сотрудников «ЦЕМРОС» — промышленный холдинг, лидер отечественного производства строительных материалов. «ЦЕМРОС» входит в пятерку крупнейших мировых... «ЦЕМРОС» входит в пятерку крупнейших мировых цементных компаний, объединяет цементные заводы, заводы по производству бетона, карьеры по добыче нерудных материалов. Чем предстоит заниматься: Своевременная и соответствующая сопроводительным документам централизованная доставка готовой продукции потребителям; Обеспечение сохранности транспортного средства и транспортируемого имущества. Что мы ждем от кандидата: Опыт работы на междугородних рейсах Открытые категории B, C, E Опыт работы по категории E не менее 3 лет Желателен опыт работы на цементовозах Что мы предлагаем: Оформление по ТК РФ; График сменный, гибкий Первичный медосмотр за счет работодателя Сдельная система оплаты, оплата переработок и сверхурочки по ТК РФ Стабильную круглогодичную работу; Работу на новых автомобилях ФОТОН; Оплата ГСМ по топливным картам; Автомобили без газового оборудования. Навыки: Водительские права: B, C, E",https://russia.superjob.ru/vakansii/voditel-kategorii-e-50313178.html
"Водитель-экспедитор категории В, С",80 000 — 120 000 ₽/месяц,Опыт работы от 1 года, полная занятость,Улан-Удэ,"Водитель-экспедитор категории В, С 80 000 — 120 000 ₽/месяц Улан-Удэ Показать на карте Опыт работы от 1 года, полная занятость Торговый Дом Элит Трейд Клиент SuperJob с 2018 года Более 500 сотрудников Элит Трейд — надежный фудтех-партнер с 2005 года. Мы стремимся обеспечивать своих партнеров качеством поставляемой продукции и влиять на... Ты управляешь машинами разных габаритов, внимателен на дороге и любишь зарабатывать? Тогда тебе к нам!  Кто мы?  Элит Трейд— надежный и устойчивый партнер, который поставляет вкусные продукты питания ресторанам, отелям и кафе твоего города и за его пределами. В нашем автопарке: ISUZU Elf 3,5 т, ГАЗ Next, ГАЗ Business.  Водитель— двигатель нашей компании, он доставляет продукты нашим партнерам бережно и в срок!  Приходи в Элит Трейд и мы обеспечим тебе стабильный заработок и поддержку на первых этапах работы.  Что ты будешь делать:  доставлять продукты по городу и региону: ты будешь ответственным за своевременную и безопасную доставку продукции; принимать товар и отдавать его клиенту: ты будешь лицом нашей компании при взаимодействии с партнерами.  Что мы ждем от тебя:  знание города и опытное вождение; готовность к физической работе; водительское удостоверение категории В, С;  Что предлагаем тебе:  стабильная ЗП: выплаты вовремя 2 раза в месяц; вкусные, горячие обеды; официальное трудоустройство: все по закону, никаких серых схем; новогодние подарки детям; для самых активных и амбициозных — карьерный рост гарантирован; график работы 5/2 с 8:30. Почему Элит Трейд?  Мы заботимся о наших сотрудниках так же, как и о наших партнерах. Присоединившись к нам, ты получишь стабильные выплаты, поддержку и карьерный рост. Ты ответственный и пунктуальный водитель? Нажимай «откликнуться» — мы ждем тебя! Навыки: Водительские права: B, C Профессиональные навыки Безаварийное вождение Водительское удостоверение категории BC Загрузка / выгрузка товара",https://russia.superjob.ru/vakansii/voditel-ekspeditor-kategorii-v-50698346.html
"Водитель, водитель-экспедитор",от 90 000 ₽/месяц,Опыт работы от 6 лет, полная занятость,Хабаровск,"Транспорт, логистика, ВЭД Автоперевозки Водитель, водитель-экспедитор от 90 000 ₽/месяц Хабаровск Показать на карте Опыт работы от 6 лет, полная занятость Центр Снабжения Клиент SuperJob с 2011 года Более 100 сотрудников Компания «ТД Центр Снабжения» - один из крупнейших оптовых поставщиков бытовой и инженерной сантехники по Дальнему Востоку. Мы... Обязанности:  Экспедирование грузов по городу. Доставка товара клиентам компании. Прием товара на ТК. Погрузка товаров на складе.  Требования:  Знание автомобиля. Знание города. Водительский стаж не менее 7 лет, без лишений и отстранения от вождения! Наличие водительского удостоверения категорий В, С.  Условия:  Испытательный срок до 3-х месяцев. Официальное трудоустройство. График работы: с 9-18, пн-пт. Навыки: Водительские права: B, C Откликнуться",https://russia.superjob.ru/vakansii/voditel-29542516.html
Водитель категории В,от 95 000 ₽/месяц,Опыт работы от 1 года,работа вахтовым методом,Братск,"Транспорт, логистика, ВЭД Автоперевозки Водитель категории В от 95 000 ₽/месяц Вахта Братск Показать на карте Опыт работы от 1 года, работа вахтовым методом СпецТрансАвто Клиент SuperJob с 2018 года Более 100 сотрудников ООО СПЕЦТРАНСАВТО Предоставляем транспортные услуги на территории нефтегазовых месторождений. Компания динамично развивается, ежегодно... На автомобиль Соболь STA – ООО «СпецТрансАвто» компания-подрядчик, стабильно и успешно развиваемся более 8 лет. Нам доверяют более 500 работников и членов их семей. STA - по отзывам работников и кандидатов имеет высокий рейтинг 4,2 балла среди компаний-конкурентов, а 80% хотят работать у нас и стать частью нашей команды. STA работает на нефтегазовых месторождениях Восточно-Сибирского региона, предоставляем спецтехнику крупнейшим организациям - Иркутская нефтяная компания, Газпром и Роснефть. Условия: Мы платим вовремя, официально и без задержек (заработная плата два раза в месяц) Возможность зарабатывать больше за счет подработок, повышения квалификации, компенсационных выплат Бесплатное 3-разовое горячее питание в столовой, есть магазин (выдается карта на питание 21 000 руб/мес.) Срок вахты: 45/45 дней в Иркутской области, Усть-Кутский район (Ярактинское НГКМ) Комфортные бытовые условия: проживание в вахтовом городке в евровагонах (по 4-6 чел), есть баня, прачечная, сушилка для одежды и обуви, мед. пункт, магазин Удобная спецодежда Мы оплачиваем проезд от ближайшего города проживания до места работы и обратно Работа с внимательным руководством, в команде единомышленников Откликайся – работай – зарабатывай! Обязанности: Перемещение работников по месторождению Требования: наличие водительского удостоверения кат. ""В"" бережное отношение к технике Навыки: Водительские права: B Профессиональные навыки Водительское удостоверение категории B Откликнуться",https://russia.superjob.ru/vakansii/voditel-kategorii-v-50306728.html
Водитель топливозаправщика аэродромного,до 150 000 ₽/месяц,Опыт работы от 3 лет,,"Москва, Новомосковский административный округ, аэропорт Внуково имени А.Н. Туполева","Транспорт, логистика, ВЭД Автоперевозки Водитель топливозаправщика аэродромного до 150 000 ₽/месяц Москва, Новомосковский административный округ, аэропорт Внуково имени А.Н. Туполева Показать на карте Опыт работы от 3 лет, среднее образование, сменный график работы Топливо-заправочный сервис Клиент SuperJob с 2024 года До 50 сотрудников Главной задачей АО «Топливо-заправочный сервис» является обеспечение воздушных судов кондиционным авиационным топливом, а так же... Обязанности: Обеспечение своевременной заправки воздушных судов Безаварийная эксплуатация топливозаправщика Своевременное и правильное ведение путевой и отчетной документации Требования: Удостоверение машиниста-тракториста категории АIII Водительское удостоверение категории СЕ Стаж работы в качестве водителя категории СЕ должен составлять не менее 3 лет Условия: Оформление в соответствии с ТК РФ Социальный пакет в соответствие с действующим законодательством РФ Сдельная премия Сменный график работы (день, ночь, отсыпной/выходной) Дальнейшее обучение по программе повышения квалификации по специальности авиатехник по ГСМ 4 разряда за счет средств работодателя Ежегодный оплачиваемый отпуск 35 календарных дней Материальная помощь и социальная поддержка Частичная компенсация оплаты детского сада - 5000.00 руб. ежемесячно Новогодние подарки детям и сотрудникам Пособие работникам, имеющим трёх и более несовершеннолетних детей по 5000.00 руб. ежемесячно на каждого ребенка Повышение квалификации за счёт средств работодателя Обеспечение СИЗ (средствами индивидуальной защиты) Навыки: Водительские права: B, C, E Профессиональные навыки Водительское удостоверение категории BCE Допог Акуратное вождение,содержание авто.в чистоте,пунктуальность,без вредных привычек. Откликнуться",https://russia.superjob.ru/vakansii/voditel-toplivozapravschika-aerodromnogo-50206192.html
Менеджер по продажам,от 70 000 ₽/месяц,Опыт работы от 1 года, полная занятость,Санкт-Петербург,"Продажи Косметика, бытовая химия Менеджер по продажам от 70 000 ₽/месяц Санкт-Петербург Показать на карте Опыт работы от 1 года, высшее образование, полная занятость АТД-Регион Клиент SuperJob с 2017 года До 50 сотрудников Поставка оборудования и сырья для рекламного бизнеса Обязанности:  • Поиск потенциальных клиентов; • работа с существующей базой клиентов; • работа с дебиторской задолженностью; • ведение коммерческих переговоров с клиентами в интересах организации; • ведение информационной базы коммуникаций с клиентами; • консультирование клиентов о характеристиках, правилах эксплуатации товаров; • оперативное реагирование на информацию, поступающую от клиентов, и доведение ее до сведения руководителя отдела продаж; • выяснение потребностей клиентов в продукции, реализуемой организацией, согласование заказа с клиентом в соответствии с его потребностями и наличием ассортимента на складе организации; • мотивация клиентов в соответствии с утвержденными программами по стимулированию сбыта.  Требования:  • Высшее образование • Опыт работы в оптовых продажах от 2 лет, желательно в сегменте В2В • Знание ПК на уровне уверенного пользователя, опыт работы в программе 1С • Опыт активных продаж на рынке B2B в сфере расходных материалов/оборудования для полиграфии либо в сфере рекламы полного цикла. • Приветствуются знания основ полиграфического производства.  Условия:  График работы: 5/2 с 9:00 до 18:00, суб., воскр. - выходные. Офис в 10 минутах пешком от м. Автово Белая ЗП Полный рабочий день на территории работодателя КЦ «Путиловский» Профессиональные навыки Ведение переговоров Деловая переписка Деловая коммуникация Навыки переговоров Активные продажи Подготовка коммерческих предложений Клиентоориентированность Откликнуться",https://russia.superjob.ru/vakansii/menedzher-po-prodazham-31366132.html
Водитель-курьер / Торговый представитель,до 140 000 ₽/месяц,Опыт не нужен,,"Москва, Рябиновая улица, 53с2","Службы доставки Курьерская доставка Водитель-курьер / Торговый представитель до 140 000 ₽/месяц Опыт не нужен Москва, Рябиновая улица, 53с2 Озёрная Показать на карте Опыт работы не требуется, сменный график работы Lamoda 7.2 Клиент SuperJob с 2012 года Более 5 000 сотрудников Lamoda Group – это крупнейшая в России и СНГ онлайн-платформа по продаже fashion & lifestyle товаров. Lamoda появилась в 2011 году как... Lamoda - одна из ведущих онлайн-платформ в России и СНГ по продаже товаров в сфере моды, красоты и лайфстайл. Мы ищем водителей с правами категории В и стажем вождения от 1 года, которые будут доставлять заказы покупателям. Предоставляем автомобиль Lada Largus, который полностью обслуживается компанией. Из чего будет складываться доход: Фиксированная выплата за выход в смену 2200 рублей + оплата за каждый доставленный заказ. Совокупно от 7 000 рублей за смену. В среднем наши сотрудники зарабатывают от 120 000 рублей до вычета налогов Чем предстоит заниматься: Утром в начале смены загружать товар. Загрузка происходит ОДИН раз. Склад на выбор: м. Савеловская\Дмитровская и МЦК\МЦД Новохохловская и м. Озерная Бережно и в срок доставлять заказы покупателям. Средний вес посылки 2-5 кг Принимать оплату наличными и по безналу Возвращать остатки в конце дня на склад Будет плюсом, если у вас есть опыт работы с людьми и работы разъездного характера от полугода. Мы гарантируем: Официальное трудоустройство с первого рабочего дня, «белую» зарплату, оплачиваемые отпуска и больничные Заботу о вашем здоровье: ДМС со стоматологией, страхование жизни и медицинский осмотр за счет компании Корпоративный смартфон и оплату сотовой связи А еще у нас: Удобный график работы на выбор: 2/2 с 8:00 до 20:00 и с 12:00 до 00:00 Выплаты бонуса каждые две недели Возможность дополнительного дохода при внутреннем совмещении Дополнительная премия за успешную адаптацию Скидки на каталог Lamoda до 40% Дополнительные оплачиваемые выходные в случае важных событий в жизни сотрудника Оплачиваемый медосмотр Бесплатные юридические консультации Привилегии и скидки по программе BestBenefits Программа признания с награждением лучших сотрудников Много корпоративных активностей: конкурсы, розыгрыши, викторины Новогодние подарки для детей сотрудников Платим 15 000 рублей за друга, принятого на работу по вашей рекомендации. Количество рекомендаций не ограничено Откликайтесь! Мы подробно расскажем об условиях и ответим на все вопросы.  Также мы будем вам интересны, если вы рассматриваете следующие запросы: работа, водитель-курьер , Lamoda, Ламода, Вайлдберриз, Wildberries, Перекресток, Пятерочка, Ашан, Вкусвилл, Yandex, Яндекс, Сбермаркет, Сбер, Магнит, Дикси, Лента, Окей, Спортмастер, Леруа Мерлен, Сдек, Озон, Ozon. Навыки: Водительские права: B Профессиональные навыки Водительское удостоверение категории B Выберите сообщение Перезвоните мне, пожалуйста Хочу пообщаться по вакансии в чате Откликнуться",https://russia.superjob.ru/vakansii/voditel-kurer-50028507.html
Печатник (тампопечать) / Тампопечатник,от 70 000 ₽/месяц,Опыт работы от 1 года, полная занятость,Москва,"Промышленность, производство Полиграфическое производство Печатник (тампопечать) / Тампопечатник от 70 000 ₽/месяц Москва ВДНХ Опыт работы от 1 года, полная занятость СУВЕНИРПРИНТ Клиент SuperJob с 2015 года До 50 сотрудников Нанесение логотипов, сувенирная продукция. Обязанности:  Работа на WINON 2 краски. Печать в 1-2 цвета на ручках, зажигалках, брелоках.  Требования:  Аккуратность, опрятность. Контроль качества. Знание технологического процесса тампонной печати.  Условия:  График 5/2, полная занятость. Откликнуться",https://russia.superjob.ru/vakansii/pechatnik-29013596.html
Водитель автомобиля (мусоровоз),от 75 000 ₽/месяц,Опыт работы от 1 года, полная занятость,Южно-Сахалинск,"Автоперевозки Водитель автомобиля (мусоровоз) от 75 000 ₽/месяц Южно-Сахалинск Показать на карте Опыт работы от 1 года, полная занятость АНО Сахалин - Остров возможностей Клиент SuperJob с 2023 года До 50 сотрудников Сахалин – остров возможностей Автономная некоммерческая организация ""Сахалин-Остров возможностей"" – это единый центр мер поддержки... Компания по сбору и транспортировке отходов ""Экосити"" в поиске сотрудника на позицию ""Водитель мусоровоза"" Условия: Официальное трудоустройство по ТК РФ; Полный соцпакет (отпуска, больничные и т.д.); График работы: 2/2, 5/2, 6/1; Обеспечение спецодеждой; Заработная плата зависит от опыта и графика работы. Требования: Водительские права категории «С» Желателен стаж работы на автомобилях МАЗ, КАМАЗ; Опыт работы от 2-х лет; Техническая грамотность, способность позаботиться об автомобиле. Обязанности: Соблюдение ПДД, правил перевозки грузов; Качественное, своевременное и безаварийное выполнение производственных заданий; Грамотные эксплуатация и обслуживание автомобиля. Навыки: Водительские права: B, C Профессиональные навыки Безаварийное вождение Водительское удостоверение категории BC",https://russia.superjob.ru/vakansii/voditel-avtomobilya-50699643.html
Ведущий менеджер по продажам полиграфических материалов,По договоренности,Опыт работы от 3 лет, полная занятость,Ищем кандидата из: г. Москва и др. городов,"Дизайн Рекламный дизайн / Ивенты, инсталляции, стенды Ведущий менеджер по продажам полиграфических материалов По договоренности Ищем кандидата из: г. Москва и др. городов Московская область, городской округ Котельники Котельники Марьино Опыт работы от 3 лет, высшее образование, полная занятость Холдинг Дубль В Клиент SuperJob с 2008 года Более 100 сотрудников Группа компаний ""Дубль В"" предлагает своим клиентам широкий спектр качественных полиграфических материалов от ведущих мировых... Обязанности: Поддержание имеющейся клиентской базы и активное продвижение материалов среди типографий - клиентов компании • Проведение тестирования и внедрение новых материалов в типографиях • Техническое консультирование клиентов • Поддержка сотрудников филиалов в продвижении товаров • Переписка и переговоры с поставщиками материалов • Участие в маркетинговом продвижении бренда – проведение презентаций для клиентов и сотрудников компании и др. • Управление складскими запасами по товарной группе • Полный цикл работы с клиентами: прием заказов, расчет стоимости, составление коммерческих предложений, контроль и сопровождение заказов, работа в программе 1С, заключение договоров, работа с дебиторской задолженностью • Мониторинг активности конкурентов • Выстраивание долгосрочных партнерских отношений с клиентом. Требования: Опыт работы в полиграфии • Активная жизненная позиция, желание постоянно обучаться, умение работать в команде • Ответственность, коммуникабельность, нацеленность на результат • Готовность к командировкам Условия: Оклад+премия ( по итогам собеседования), дотация на питание, корпоративный транспорт и ст.м.Котельники, белая з.п. Навыки: Английский язык (базовый) Откликнуться",https://russia.superjob.ru/vakansii/veduschij-menedzher-po-prodazham-poligraficheskih-materialov-34026664.html
"Водитель категории B, D",45 000 — 48 000 ₽/месяц,Опыт работы от 1 года,,Артем,"Транспорт, логистика, ВЭД Автоперевозки Водитель категории B, D 45 000 — 48 000 ₽/месяц Артем Показать на карте Опыт работы от 1 года, сменный график работы ФИЛИАЛ АО АВИАКОМПАНИЯ ""СИБИРЬ"" В Г. ВЛАДИВОСТОК Клиент SuperJob с 2023 года До 50 сотрудников Обслуживание воздушных судов Обязанности: перевозка персонала авиакомпании, выполнение работ по сервисному обслуживанию воздушного судна Требования: пунктуальность, ответственность, высокий уровень самоорганизованности Навыки: Водительские права: B, D Профессиональные навыки Дисциплинированность Откликнуться",https://russia.superjob.ru/vakansii/voditel-kategorii-b-46451178.html
Печатник широкоформатной печати,от 70 000 ₽/месяц,Опыт работы от 3 лет, полная занятость,,"Полиграфическое производство Печатник широкоформатной печати от 70 000 ₽/месяц Павловская Слобода Опыт работы от 3 лет, полная занятость МОСФАПРОМ Клиент SuperJob с 2023 года До 50 сотрудников Производство товаров широкого потребления. Обязанности: Печать на широкоформатном принтере Уход и обслуживание машины Выполнение плана печати Замена печатного материала Ведение отчетности Требования: Опыт работы печатником или техническим специалистом на типографии или печатном производстве Понимание принципов работы печатной машины Уверенное владение ПК Условия: Оформление по ТК Работа 5/2 Обучение",https://russia.superjob.ru/vakansii/pechatnik-shirokoformatnoj-pechati-46249922.html
Водитель автомобиля,По договоренности,Опыт работы от 1 года, полная занятость,Верхний Уфалей,"Автоперевозки Водитель автомобиля По договоренности Отклик без резюме Верхний Уфалей Опыт работы от 1 года, среднее образование, полная занятость Почта России Клиент SuperJob с 2004 года Более 5 000 сотрудников Почта России сейчас — это важная часть социальной инфраструктуры России. Мы объединяем людей на протяжении веков. И доставляем не только... Управление автомобилем для перевозки почтовых отправлений; Доставка почтовых отправлений по закрепленному маршруту; Соблюдение правил дорожного движения; Заполнение сопроводительной документации; Выполнение необходимых работ по обеспечению рабочего технического состояния ТС и безопасной эксплуатации оборудования. Образование Среднее или средне-специальное образование Опыт работы Подтвержденный опыт работы водителем грузового автомобиля от 6 месяцев Уровень владения ПК/специализированными программами Не требуется Профессиональные компетенции: Знание законодательной базы и ориентация в документации, регламентирующей деятельность АТП; Навыки управления транспортным средством; Навыки обеспечения необходимого уровня технической подготовки ТС и безопасной эксплуатации оборудования; Навыки обеспечения перевозок грузов, всех видов почтовых отправлений по закреплённому маршруту в соответствии с утверждёнными расписаниями и нарядами подачи автомобилей; Навыки обеспечения сохранности перевозимых грузов, правильного и своевременного заполнения путевых листов и другой сопроводительной документации. Личные компетенции: ответственность; исполнительность; дисциплинированность; стрессоустойчивость. Мы ждем от кандидата: Наличие водительских прав категории В, Наличие военного билета или приписного свидетельства для военнообязанных. Заработная плата до_42300 руб. дважды в месяц (состоит из оклада, премии и дополнительных выплат); Возможность влиять на свой доход (дополнительные выплаты за выходы вне графика и в ночное время, премии по результатам работы); Обновленный автопарк, работа на новых автомобилях; Корпоративная программа обучения для всех сотрудников; Страхование от несчастных случаев и болезней для сотрудников и детей; Оплачиваемые больничные и отпуска; Частичная компенсация путевок в санатории и детские лагеря; Подарки на праздники и новогодние подарки для детей; Корпоративные спортивные мероприятия и секции; Материальная помощь согласно условиям действующего коллективного договора; Корпоративная пенсионная программа; График работы: 40-часовая рабочая неделя. Навыки: Водительские права: B",https://russia.superjob.ru/vakansii/voditel-avtomobilya-50737865.html
